pali,pos,grammar,derived from,neg,verb,meaning,category,stem,pattern,same pali,same meaning
?desita,pp,"pp of, caus",?disita,,,shown; indicated,ncped,?desit,a pp,1,1
?deyyav?cana,adj,adj,,,,whose speech is persuasive or influential,ncped,?deyyav?can,a adj,1,2
?deyyav?kyavacana,adj,adj,,,,whose speech is persuasive or influential,ncped,?deyyav?kyavacan,a adj,1,2
adhagama,adj,adj,adho,,,going downwards,ncped,adhagam,a adj,1,1
adhag?m?,adj,adj,adho,,,going downwards; going downstream,ncped,adhag?m,? adj,1,1
adhakkha,adj,adj,adho,,,(what) is below the collar-bone,ncped,adhakkh,a adj,1,0
adhakkhaka,adj,adj,adho,,,(what) is below the collar-bone,ncped,adhakkhak,a adj,1,0
adhakkhaka?,ind,"ind, adv, acc sg of",adhakkhaka,,,below the collar-bone,ncped,-,,1,1
adharakaya,masc,masc,,,,the lower part of the body,ncped,aparantakappik,a masc,1,1
?dh?tu?,inf,inf of ,,,,"to place on; to fix, to settle; to establish; to accept, receive",ncped,-,,1,1
?dhenta,prp,prp of,,,,"placing on; fixing, settling; establishing, kindling; accepting, receiving; adding (fuel to fire)",ncped,?dh,enta prp,1,0
?dheyyamukha,adj,adj,?diyamukha,,,credulous; quickly convinced,ncped,?dheyyamukh,a adj,1,2
adhibhoti,pr,pr,adhibhavati,,,"overpowers, over comes; surpasses",ncped,adhibh,oti pr,1,1
adhibh?,masc,masc,,,,"one who overpowers; lord, master; conqueror",ncped,adhibh,? masc,1,1
adhibrahma,masc,masc,,,,a superior Brahm?; one higher than Brahm?,ncped,apasset,a masc,1,1
adhiccasamuppannika,adj,adj,adhicca,,,one who believes in fortuitous or causeless origination,ncped,adhiccasamuppannik,a adj,1,1
adhiceta,adj,adj,,,,attentive,ncped,adhicet,a adj,1,2
adhicetasa,adj,adj,,,,attentive,ncped,adhicetas,a adj,1,2
adhicitta?,ind,ind,,,,"as regards though, as to meditation",ncped,-,,1,1
adhicitte,ind,ind,,,,"in regards to thought, to meditation",ncped,-,,1,1
adhideva,masc,masc,,,,a superior or supreme god; one above the gods,ncped,apas?det,a masc,1,1
adhiggahita,pp,pp of ,,,,"excelled; overpowered, possessed",ncped,adhiggahit,a pp,1,1
adhijeguccha?,ind,ind,,,,"as regards what is detestable, as regards scrupulousness",ncped,-,,1,2
adhijegucche,ind,ind,,,,"as regards what is detestable, as regards scrupulousness",ncped,-,,1,2
adhikara?ak?rika,masc,masc,adhikara?a,,,one who causes disputes or lawsuits,ncped,apalep,a masc,1,1
adhikasatasahassa,nt,nt,adhika,,,"more than 100, 000",ncped,adhikasatasahass,a nt,1,1
adhikusala,adj,adj,,,,of high merit,ncped,adhikusal,a adj,1,1
adhimana,adj,adj,,,,"‘having the mind directed towards’, intent on, desiring; pleased; not anxious",ncped,adhiman,a adj,1,2
adhimanassa,adj,adj,,,,"‘having the mind directed towards’, intent on, desiring; pleased; not anxious",ncped,adhimanass,a adj,1,2
adhimattakasim?na,nt,nt,adhimatta,,,excessive leanness; serious emaciation,ncped,adhimattakasim?n,a nt,1,1
adhimoceti,pr,"pr, caus of ",adhimuccati,,,makes incline to; sets on; makes enter (another’s body),ncped,adhimoc,eti pr,1,0
adhimuccita,masc,masc,,,,one who believes; who is convinced,ncped,apahatt,a masc,1,2
adhimuccitar,masc,masc,,,,one who believes; who is convinced,ncped,adhimuccit,ar masc,1,2
adhimuttacitta,adj,adj,adhimutta,,,"whose mind is so inclined, or has such a conviction",ncped,adhimuttacitt,a adj,1,1
adhipaññ??,ind,ind,,,,as regards wisdom,ncped,-,,1,1
adhipaññ?tti,ind,ind,,,,with regard to exposition,ncped,-,,1,1
adhipaññ?ya,ind,ind,,,,in regard to wisdom,ncped,-,,1,1
adhipatati,pr,pr,,,,falls on; rushes; against; attacks,ncped,adhipat,ati pr,1,1
adhip?tetv?,abs,abs of,,,,having made fall; having laid low,ncped,-,,1,1
adhip?t?,masc,masc,adhip?ta,,,making fall; injuring; (or splitting),ncped,adhip?t,? masc,1,0
?dhipati,masc,masc,,,,"lord, sovereign",ncped,?dhipat,i masc,1,1
adhip?timokkha,nt,nt,,,,the extension to the rule of discipline; the further code of discipline,ncped,adhip?timokkh,a nt,1,1
adhipatthita,adj,adj,,,,"desire, wished; longed for",ncped,adhipatthit,a adj,1,1
adhis?la?,ind,ind,,,,as regards to moral behavior,ncped,-,,1,1
adhis?le,ind,ind,,,,in regard to morality,ncped,-,,1,1
adhisseti,pr,pr,adhiseti,,,lies down on,ncped,adhiss,eti pr,2,1
adhisseti,pr,pr,adhiseti,,,"has recourse to, resorts to",ncped,adhiss,eti pr,2,1
adhiti??hati,pr,pr,"['adhiti??hati', 'adhi??h?ti']",,,"stands upon, depends upon; mounts; stands over, supervises; controls; designates, takes (formal) possession of (robe, bowl etc.); resolves on, fixes the mind on, undertakes; resolves, determines, produces (by supernatural power)",ncped,adhiti??h,ati pr,1,0
adhi??heti,pr,pr,adhiti??hati,,,"stands upon, depends upon; mounts; stands over, supervises; controls; designates, takes (formal) possession of (robe, bowl etc.); resolves on, fixes the mind on, undertakes; resolves, determines, produces (by supernatural power)",ncped,adhi??h,eti pr,1,0
adhiv?h?,adj,adj,,,,bringing,ncped,adhiv?h,? adj,1,1
adhivimutti,fem,fem,,,,"higher, superior release; as to release",ncped,adhivimutt,i fem,1,1
adhivivuttipada,nt,nt,,,,"expression, saying; opinion, theory",ncped,adhivivuttipad,a nt,1,1
adhiyyati,pr,pr,adh?yati,,,studies; learns by heart; reads,ncped,adhiyy,ati pr,1,1
adhoj?numa??ala,nt,nt,adho,,,what is below the knee-cap,ncped,adhoj?numa??al,a nt,1,1
adhomukha?,ind,"ind, adv, ",adhomukha,,,downwards,ncped,-,,1,2
adhon?bhi?,ind,"ind, adv, acc sg of",,,,below the navel; what is below the navel; see adho),ncped,-,,1,0
adhosira,adj,adj,adho,,,with the head downward; headfirst,ncped,adhosir,a adj,1,1
adhov?ta?,ind,ind,adho,,,downwind,ncped,-,,1,2
adhov?te,ind,ind,adho,,,downwind,ncped,-,,1,2
adhunbhisita,adj,adj,adhun?,,,recently inaugurated,ncped,adhunbhisit,a adj,1,1
adhun?papanna,adj,adj,adhun?,,,recently reborn,ncped,adhun?papann,a adj,1,1
?dibrahmacariya,nt,nt,?di,,,primary or fundamental morality; the higher holy life,ncped,?dibrahmacariy,a nt,1,1
?dibrahmacariya?,ind,"ind, adv, ",?dibrahmacariya,,,as regards a pure and holy life,ncped,-,,1,1
?dikara,adj,adj,?di,,,who is the first to perform a particular action,ncped,?dikar,a adj,1,1
?dikatta,masc,masc,?di,,,"the first performer, the originator",ncped,uttar??ump,a masc,1,2
?dikattar,masc,masc,?di,,,"the first performer, the originator",ncped,?dikatt,ar masc,1,2
?dikena,ind,"ind, adv, instr of",,,,in the beginning; at once,ncped,-,,1,1
?d?navadassa,adj,adj,?d?nava,,,seeing the danger,ncped,?d?navadass,a adj,1,1
?d?navanupass?,adj,adj,?d?nava,,,"seeing the danger, realizing the bad consequences",ncped,?d?navanupass,? adj,1,1
?dinnada??a,adj,adj,"['?diyati', '?dinna']",,,who has taken a stick in hand; who administers justice; who has embraced violence,ncped,?dinnada??,a adj,1,1
?di??asip?tika,adj,adj,,,,with split or burst seed pods,ncped,?di??asip?tik,a adj,1,1
?dippati,pr,pr,,,,"blazing, burning; red-hot",ncped,?dipp,ati pr,1,1
?diso,ind,"ind, adv, ","['?dito', '?di']",,,from the beginning; at first; at the beginning; as a beginning,ncped,-,,1,1
?diyamukha,adj,adj,?dheyyamukha,,,credulous; quickly convinced,ncped,?diyamukh,a adj,1,2
?diyanapaccay?,ind,"ind, adv, ",,,,because of the taking,ncped,-,,1,1
?diyapeti,pr,"pr, caus of ",,,,makes take; makes accept,ncped,?diyap,eti pr,1,3
?diyitu?,inf,inf of ,,,,"to grasp, to take; to seize",ncped,-,,1,2
?g?,imperf,imperf of ?gacchati,?ga,,,comes to; returns,ncped,?g,? imperf,1,1
?gacchana,nt,nt,?gacchati,,,returning,ncped,?gacchan,a nt,1,1
agada?g?ra,masc,masc,,,,a medicinal ash or powder,ncped,anabhijjh?t,a masc,1,1
?gamanadi??hika,adj,adj,?gamana,,,with a belief in future consequences,ncped,?gamanadi??hik,a adj,1,1
?gamayati,pr,pr,"['?gameti', '?gacchati']",,,"waits, waits for; expects",ncped,?gamay,ati pr,1,1
?gam?,adj,adj,,,,"(from ?gama) coming, approaching; next",ncped,?gam,? adj,1,0
?g?m?,adj,adj,,,,"approaching; coming, being reborn",ncped,?g?m,? adj,1,1
?ganta,masc,masc,,,,"one who comes, who returns; (as periphrastic future) will come, will return",ncped,ukk?sitasadd,a masc,1,0
?gantabba,ptp,ptp of,,,,to come,ncped,?gantabb,a ptp,1,1
?g?raka,nt,nt,ag?ra+ka,,,a small house; a cottage; a hut,ncped,?g?rak,a nt,1,1
ag?ravasa,masc,masc,ag?ra,,,household life,ncped,an?gata?s,a masc,1,1
ag?rikabh?ta,adj,adj,ag?rika,,,"(while) being a householder, leading a householder’s life",ncped,ag?rikabh?t,a adj,1,0
agariyabh?ta,adj,adj,ag?riya,,,"(while) being a householder, leading a householder’s life",ncped,agariyabh?t,a adj,1,0
?gatavisa,adj,adj,?gata,,,with quickly rising poison,ncped,?gatavis,a adj,1,1
aggadana,nt,nt,agga,,,a gift of the best; the best gift,ncped,aggadan,a nt,1,1
aggadhamma,masc,masc,agga,,,the best doctrine; the best state or condition,ncped,an?bhog,a masc,1,1
aggadv?ra,masc,masc,,,,the top of the door or gate; (or the first gate opened; a way to leave the town secretly),ncped,an?gant,a masc,1,0
aggah?ta,adj,adj,ga?h?ti,,,kept back,ncped,aggah?t,a adj,1,1
aggak?rik?,fem,fem,agga,,,(first or best action); a first taste; a sample,ncped,k?lak,? fem,1,0
aggakulika,adj,adj,agga,,,(one) belonging to the an esteemed or chief family,ncped,aggakulik,a adj,1,0
agga?a,nt,nt,aggala,,,a patch,ncped,agga?,a nt,1,1
aggalaphalaka,nt,nt,aggala,,,the panel of a door,ncped,aggalaphalak,a nt,1,1
aggalas?ci,fem,fem,aggala,,,"a bolt-pin, a bolt",ncped,aggalas?c,i fem,1,1
aggala??hapana,nt,nt,aggala,,,the placing or vising of a door-bolt or door-panel,ncped,aggala??hapan,a nt,1,1
aggalava??i,fem,fem,aggala,,,the post to which the bolt is fastened,ncped,aggalava??,i fem,1,1
agganagara,nt,nt,,,,a chief city; the chief city,ncped,agganagar,a nt,1,1
agga?kuraka,nt,nt,agga,,,the top shoot,ncped,agga?kurak,a nt,1,1
aggapaññati,fem,fem,agga,,,designation as best (of its class),ncped,aggapaññat,i fem,1,0
aggapas?da,masc,masc,,,,the best trust; trust in the best,ncped,an?vas,a masc,1,2
aggappas?da,masc,masc,,,,the best trust; trust in the best,ncped,an?vas,a masc,1,2
aggapuggala,masc,masc,agga,,,the best of men,ncped,an?mantacar,a masc,1,1
aggapurisa,masc,masc,agga,,,the best or the preeminent person,ncped,an?l?p,a masc,1,1
aggarasaparititta,adj,adj,agga,,,completely satisfied with the best flavored foods,ncped,aggarasaparititt,a adj,1,1
aggasavaka,masc,masc,agga,,,a chief disciple,ncped,anuay,a masc,1,1
aggava,adj,adj,agga,,,"of great eminence, excellent",ncped,aggav,a adj,1,2
aggavant,adj,adj,agga,,,"of great eminence, excellent",ncped,aggav,ant adj,1,2
agghanik?,adj,"adj, fem of agghanaka",agghanaka,,,"having the value of, worth",ncped,!agghan,aka adj,1,1
aggh?penta,prp,prp of,agghati,,,valuing; putting a price on,ncped,aggh?p,enta prp,1,1
aggh?pesi,aor,aor of ,agghati,,,valued; put a price on,ncped,aggh?p,esi aor,1,1
aggihoma,nt,nt,aggi,,,oblation in the fire,ncped,aggihom,a nt,1,1
aggihuttamissa,nt,nt,aggihutta,,,various tools etc. for the fire-oblation,ncped,aggihuttamiss,a nt,1,1
aggihuttamukha,nt,nt,aggihutta,,,for which the fire-oblation is the chief or foremost,ncped,aggihuttamukh,a nt,1,1
aggim?s?na,adj,adj,aggi,,,sitting near a fire,ncped,aggim?s?n,a adj,1,1
agginisama,adj,adj,,,,filled (to the brim) with fire; being a mass of fire; a mass of fire,ncped,agginisam,a adj,1,0
aggipajjota,masc,masc,aggi,,,light from a fire,ncped,anuay,a masc,1,1
aggip?ric?rika,adj,adj,aggi,,,who tends the ritual fire,ncped,aggip?ric?rik,a adj,1,1
aggip?ricariy?,fem,fem,aggi,,,"attendance on, or care of, the ritual fire",ncped,k?la?kiriy,? fem,1,1
aggiparicitta,adj,adj,aggi,,,damaged by fire,ncped,aggiparicitt,a adj,1,1
aggis?dh?rana,adj,adj,aggi,,,"subject to, vulnerable to, fire",ncped,aggis?dh?ran,a adj,1,1
aggi??h?na,nt,nt,aggi,,,"a place for the fire; a fireplace, hearth",ncped,aggi??h?n,a nt,1,1
aggiya,adj,adj,aggika,,,(from aggi) one who tends the ritual fire,ncped,aggiy,a adj,1,0
aggupa??h?ka,masc,masc,agga,,,the chief personal (male) attendant,ncped,anukkhep,a masc,1,0
?gh?tavatthu,nt,nt,?gh?ta,,,occasion of ill-will; reason for resentment,ncped,?gh?tavatth,u nt,1,1
agh?v?,adj,adj,,,,being in misery; suffering pain,ncped,agh?v,? adj,1,1
agiha,adj,adj,,,,"homeless, without a house",ncped,agih,a adj,1,1
agyantar?ya,masc,masc,aggi+antar?ya,,,danger from fire,ncped,anu??hah,a masc,1,1
?hacca ti??hati,idiom,idiom,,,,"reaches; touches, strikes",ncped,!,?hacca ti??hati,1,1
aha?k?ra,masc,masc,aha?,,,the theory of self-creation,ncped,ukka??ak,a masc,2,1
aha?k?ra,masc,masc,aha?,,,"the (false) conception of one’s individuality; pride, conceit",ncped,ukka??ak,a masc,2,0
aha?k?rapasuta,adj,adj,aha?k?ra,,,devoted to the theory of self-creation,ncped,aha?k?rapasut,a adj,1,1
?harahattha,adj,adj,,,,(giving a) hold for the hands,ncped,?harahatth,a adj,1,0
?har?payati,pr,"pr, caus of ","['?har?peti', '?harati']",,,causes to be taken or fetc.hed; sends for; demands,ncped,?har?pay,ati pr,1,1
?h?rayati,pr,"pr, caus of ","['?h?reti', '?harati']",,,(also ?h?reti) eats,ncped,?h?ray,ati pr,1,0
?hareti,pr,pr,?harati,,,"brings, fetc.hes, conveys; takes, collects; uses",ncped,?har,eti pr,2,1
?hareti,pr,pr,?harati,,,"sattha? ~ati, ~eti, takes the knife, kills oneself",ncped,?har,eti pr,2,1
?harima,adj,adj,,,,"added, accessory",ncped,?harim,a adj,2,1
?harima,adj,adj,,,,which has been added to; dependent on accessories,ncped,?harim,a adj,2,1
?haritar,masc,masc,,,,"(from ?harati) one who takes, uses; who eats",ncped,?harit,ar masc,1,0
?hariyi,aor,aor of ,?harati,,,"was brought, was offered",ncped,?hariy,i aor,1,1
?h?rupah?ra,adj,adj,?h?ra,,,taking and giving; dealings,ncped,?h?rupah?r,a adj,1,1
?h?si,aor,aor of ,?harati,,,"spoken; declared, related; quoted",ncped,!?,hari aor,1,1
?hataka,masc,masc,?hanati,,,a servant,ncped,upada?set,a masc,1,1
?hatta,masc,masc,,,,one who brings,ncped,upapajjit,a masc,1,1
ahimekhalik?,fem,fem,ahi,,,a snake-girdle,ncped,ñ?tik,? fem,1,1
ahivijj?,fem,fem,ahi,,,serpent-lore,ncped,tatuttarit,? fem,1,1
ahoratta?,ind,"ind, adv, acc sg of ",ahoratta,,,day and night; continually,ncped,-,,1,1
ahorattanusikkh?,adj,adj,ahoratta,,,continually studying; learning,ncped,ahorattanusikkh,? adj,1,1
ahoratti,fem,fem,,,,a day and a night,ncped,ahoratt,i fem,1,1
?huna,nt,nt,,,,offering; honoring,ncped,?hun,a nt,1,1
?huneyyaggi,masc,masc,?huneyya,,,the oblation of fire,ncped,?huneyyagg,i masc,1,1
?huta,adj,adj,,,,"produced, coming from",ncped,?hut,a adj,1,1
ajaka,masc,"masc, dimin of aja",aja,,,a young goat,ncped,anupav?d,a masc,1,1
ajak?,fem,"fem, dimin, from ajaka",ajaka,,,a young nanny-goat,ncped,khattavijj,? fem,1,1
ajalakkha?a,nt,nt,aja,,,signs of health or omen on a goat,ncped,ajalakkha?,a nt,1,1
?j?n?yajj?yita,nt,nt,?j?n?ya,,,"the thoughts, preoccupations of a thoroughbred horse; ‘thoroughbred’ meditation",ncped,?j?n?yajj?yit,a nt,1,1
ajap?laka,masc,masc,aja,,,a goatherd,ncped,anup?h?r,a masc,1,1
ajavis??avaddhik?,adj,adj,aja,,,with points like goats’ horns,ncped,ajavis??avaddh,aka adj,1,1
ajikakkh?yita,adj,adj,ajik?,,,chewed by goats,ncped,ajikakkh?yit,a adj,1,1
?j?vati,pr,pr,,,,make a living; lives by,ncped,?j?v,ati pr,1,1
?j?vikabhaya,adj,adj,?j?vik?bhaya,,,danger to one’s livelihood; fear concerning livelihood,ncped,?j?vikabhay,a adj,1,2
?j?vik?bhaya,adj,adj,?j?vikabhaya,,,danger to one’s livelihood; fear concerning livelihood,ncped,?j?vik?bhay,a adj,1,2
?j?vikapakata,adj,adj,?j?vik?pakata,,,induced by (the necessity of) obtaining a living,ncped,?j?vikapakat,a adj,1,0
ajjasa??him,ind,ind,ajja,,,"since six days ago, for six days",ncped,-,,1,1
?jjava,nt,nt,uju,,,uprightness; straightness,ncped,?jjav,a nt,1,1
ajjh,prefix,prefix,,,,is the form of the preverb adhi- before vowels except ?,ncped,-,,1,1
ajjh?care,ind,ind,,,,as regards conduct,ncped,-,,1,1
ajjh?gami,aor,aor of ,adh+?+gacchati,,,found,ncped,ajjh?gam,i aor a?su,1,1
ajjh?japatti,fem,fem,,,,transgression; committing of (an offense),ncped,ajjh?japatt,i fem,1,0
ajjh?j?ve,ind,ind,,,,as regards way of life,ncped,-,,1,1
ajjh?pajjanta,prp,prp of,,,,committing an offense; incurring; guilty of,ncped,ajjh?pajj,anta prp,1,1
ajjh?pannaka,masc,masc,,,,one who has committed an offense,ncped,anupubbanirodh,a masc,1,1
ajjhappatta,pp,pp of,,,,fallen upon or rushed at,ncped,ajjhappatt,a pp,1,1
ajjh?r?me,ind,ind,adhi+?r?ma,,,within a park or monastery,ncped,-,,1,1
ajjh?r?ha,adj,adj,ajjh?ruhati,,,"overgrowing, dominating, parasitical",ncped,ajjh?r?h,a adj,1,1
ajjh?r?hati,pr,pr,adhi+?+ruhati,,,"grows in and up over (as a parasite); spreads over, dominates",ncped,ajjh?r?h,ati pr,1,0
ajjh?ru?ha,pp,pp of ,ajjh?ruhati,,,"(passive) grown over, grown upon; spread over, dominated",ncped,ajjh?ru?h,a pp,1,0
ajjh?saya?,ind,ind,adhi+?saya,,,"as to the intention, state of mind",ncped,-,,1,1
ajjh?vasathe,ind,ind,adhi+?vasatha,,,within a house or dwelling,ncped,-,,1,1
ajjhi??hapañha,masc,masc,ajjhi??ha,,,the question asked; the chosen question,ncped,anupubbavih?r,a masc,1,1
ajjhog??happatta,adj,adj,ajjhog??ha,,,"immersed in, intimate",ncped,ajjhog??happatt,a adj,1,1
ajjhok?sagata,adj,adj,ajjhok?sa,,,being in the open air,ncped,ajjhok?sagat,a adj,1,1
ajjhomucchita,adj,adj,,,,swooning; clinging to (in longing),ncped,ajjhomucchit,a adj,1,0
ajjh?pagata,pp,pp of ,ajjhupagacchati,,,"who has come to, reached; entered upon; agreed to; gone over to",ncped,ajjh?pagat,a pp,1,1
ajjh?pekkhati,pr,pr,adhi+upekkhati,,,"looks on without interfering; views with impartiality or disinterestedness; tolerates, condones",ncped,ajjh?pekkh,ati pr,1,1
ajjhupekkhita,masc,masc,ajjhupekkhati,,,"(from ajjhupekkhati) one who looks on with disinterestedness, detachment",ncped,anuposath,a masc,1,0
?ka??hiyam?na,prp,prp of,aka??hati,,,"dragging, pulling; pulling near, drawing (towards oneself)",ncped,?ka??hiya,m?na prp,1,0
ak?lac?r?,adj,adj,k?lac?ri(n),,,"traveling or going for alms at the wrong time, an an unsuitable time",ncped,ak?lac?r,? adj,1,1
akalaha,masc,masc,kalaha,,,absence of quarreling; harmony,ncped,adhimuccit,a masc,1,1
ak?lapuppha,nt,nt,ak?la,,,a flower appearing out of season; an unseasonable flower,ncped,ak?lapupph,a nt,1,1
ak?le,ind,"ind, adv, loc sg of ak?la",k?le,,,"not at the right time, at an unsuitable time (sometimes: at night); out of season",ncped,-,,1,0
akalla,adj,adj,"['akalya', 'kalla']",,,unhealthy; unfit; low in spirits; not sound,ncped,akall,a adj,1,2
akallar?pa,adj,adj,kallar?pa,,,in very poor spirits; unwell,ncped,akallar?p,a adj,1,1
akalya,adj,adj,"['akalla', 'kalya']",,,unhealthy; unfit; low in spirits; not sound,ncped,akaly,a adj,1,2
akalyaka,adj,adj,,,,ill; not fit,ncped,akalyak,a adj,1,1
akammaniya,adj,adj,kammaniya,,,not ready or fit for any act or use,ncped,akammaniy,a adj,1,1
akampita,adj,negative adj,kampita,neg,,not trembling; not shaken,ncped,akampit,a adj,1,1
aka?a,adj,adj,ka?a,,,without bran; with the bran removed,ncped,aka?,a adj,1,1
aka?ika,adj,adj,ka?ika,,,free from blemish,ncped,aka?ik,a adj,1,1
?ka?khita,pp,pp of ,?ka?khati,,,wished for; desired,ncped,?ka?khit,a pp,1,1
akantehi,ind,"ind, adv, instr of",kantehi,,,unpleasantly; in an undesired way,ncped,-,,1,2
akantena,ind,"ind, adv, instr of",kantena,,,unpleasantly; in an undesired way,ncped,-,,1,2
akantika,adj,adj,kantika,,,unpleasant,ncped,akantik,a adj,1,1
akappakata,adj,adj,kappakata,,,(what is) not made allowable; not marked,ncped,akappakat,a adj,1,0
ak?purisasevita,adj,adj,k?purisa,,,practiced or cultivated by superior men; not practiced or cultivated by worthless men,ncped,ak?purisasevit,a adj,1,1
?k?rava,adj,adj,?k?ra,,,having a form; having a cause; grounded,ncped,?k?rav,a adj,1,2
?k?ravant,adj,adj,?k?ra,,,having a form; having a cause; grounded,ncped,?k?rav,ant adj,1,2
?k?sa?gata,adj,adj,"['?k?sagata', '?k?sa']",,,in the air; belonging to the sky or space,ncped,?k?sa?gat,a adj,1,1
akas?va,adj,adj,kas?va,,,without defect,ncped,akas?v,a adj,1,1
ak?sika,adj,adj,k?sika,,,not from K?si; inferior,ncped,ak?sik,a adj,1,1
akatamallaka,masc,masc,akata,,,an unworked scraper,ncped,adhibrahm,a masc,1,1
aka?ay?sa,masc,masc,"['aka?a', 'karoti']",,,"untreated soup, bean water without added oil",ncped,adhidev,a masc,1,1
aka??hap?ka,adj,adj,ka??ha,,,ripening in uncultivated ground; growing wild,ncped,aka??hap?k,a adj,1,1
akav??a,adj,adj,kav??a,,,without a door,ncped,akav??,a adj,1,2
akav?taka,adj,adj,,,,without a door,ncped,akav?tak,a adj,1,2
ak?yabandhana,adj,adj,k?yabandhana,,,not wearing a belt,ncped,ak?yabandhan,a adj,1,1
ake?ubhi,adj,adj,ke?ubhi(n),,,"not fraudulent, honest",ncped,ake?ubh,i adj,1,2
ake?ubh?,adj,adj,ke?ubhi(n),,,"not fraudulent, honest",ncped,ake?ubh,? adj,1,2
akhalita,adj,negative adj,khalita,neg,,"free from stumbling, from error",ncped,akhalit,a adj,1,1
?kh??a,adj,adj,,,,"scattered, unrestrained; rough; impure",ncped,?kh??,a adj,1,1
akh???sava,adj,negative adj,kh???sava,neg,,"in whom the ?savas have not perished, who is not an arhat",ncped,akh???sav,a adj,1,2
?kh??avyappatha,adj,adj,,,,of rough speech (?kh??a),ncped,?kh??avyappath,a adj,1,0
akiccak?r?,adj,adj,kiccak?ri(n),,,doing what ought not to be done; acting wrongly,ncped,akiccak?r,? adj,1,1
?kiñcanasambhava,masc,masc,,,,the origin of the state of nothingness,ncped,ukkapi??ak,a masc,1,1
?ki??akammanta,adj,adj,"['?kirati', '?ki??a']",,,rough in action; acting impurely,ncped,?ki??akammant,a adj,1,1
?ki??aloma,nt,nt,"['?kirati', '?ki??a']",,,"matted, thick hair",ncped,?ki??alom,a nt,1,1
?ki??aludda,adj,adj,"['?kirati', '?ki??a']",,,rough and fierce; very fierce,ncped,?ki??aludd,a adj,1,1
?ki??avih?ra,masc,masc,"['?kirati', '?ki??a']",,,living in crowds,ncped,ukk?pat,a masc,1,1
akiriy?,fem,fem,kiriy?,,,non-activity; non-performance; abstention (from); failure to act,ncped,kalambuk,? fem,2,0
akiriy?,fem,fem,kiriy?,,,the absence of independent activity; the absence of morally significant or morally effective activity,ncped,kalyat,? fem,2,2
akiriyav?d?,adj,adj,kiriyav?di(n),,,professing the doctrine that activity is not morally significant or effective; advocating abstention,ncped,akiriyav?d,? adj,1,1
